Date,,Volume,Open,High,Low
4/19/18,,325544,1352.4,1357.7,1343.2
4/20/18,,269829,1348.5,1348.9,1337
4/23/18,,276592,1336.2,1337.6,1323.8
4/24/18,,267707,1326.1,1334.5,1323.6
4/25/18,,256659,1332,1333.8,1320.2
4/26/18,,285847,1324.2,1328,1316.2
4/27/18,,232724,1318,1326.4,1315.8
4/30/18,,287438,1324,1325.9,1310.7
5/1/18,,267336,1316,1317.4,1302.3
5/2/18,,350840,1304.4,1314.9,1304.3
5/3/18,,297240,1305.5,1319,1305.2
5/4/18,,299809,1312.8,1316.9,1308.5
5/7/18,,230426,1316.3,1320.1,1310.6
5/8/18,,398268,1314.1,1318.5,1306.2
5/9/18,,372491,1315.3,1317.8,1304.2
5/10/18,,362491,1312.8,1323.4,1310.6
5/11/18,,259923,1321.8,1326.3,1317
5/14/18,,235892,1318.3,1322.4,1312.8
5/15/18,,461831,1313.2,1314.7,1288.2
5/16/18,,321197,1290.1,1296.4,1285.7
5/17/18,,289678,1290.2,1294,1284
5/18/18,,254923,1290,1293.7,1285.1
5/21/18,,313755,1290.3,1292.7,1281.2
5/22/18,,42154,1298.2,1301.3,1292.8
5/23/18,,61616,1295.9,1303.8,1292
5/24/18,,99686,1298,1311.8,1297.4
5/25/18,,61195,1305.7,1309,1299.9
5/29/18,,348290,1302.2,1311.3,1296.6
5/30/18,,320122,1303.1,1308.8,1300
5/31/18,,293132,1306,1311.5,1301
6/1/18,,308394,1303,1304.8,1293.1
6/4/18,,209443,1296.7,1302.3,1293.8
6/5/18,,257770,1296.4,1304.8,1293.5
6/6/18,,239391,1300.6,1306.1,1297.7
6/7/18,,239302,1300.9,1307.8,1299
6/8/18,,211335,1301.3,1304.8,1296
6/11/18,,206333,1303.5,1307,1297.8
6/12/18,,227402,1304.5,1304.8,1296.3
6/13/18,,254837,1299.6,1305.2,1294.5
6/14/18,,332112,1303.1,1313,1301
6/15/18,,495364,1305.9,1306.7,1277.9
6/18/18,,180772,1281.1,1284.9,1279.5
6/19/18,,272942,1280.7,1286.8,1272.6
6/20/18,,223323,1277.3,1278.6,1269.6
6/21/18,,268481,1269.7,1272.3,1262.4
6/22/18,,177199,1268.6,1273.1,1268.4
6/25/18,,191258,1272.2,1274.4,1265.5
6/26/18,,243918,1267.3,1269.4,1256.4
6/27/18,,250008,1260.5,1261.9,1252.2
6/28/18,,234981,1253.6,1255.8,1247.2
6/29/18,,221077,1249.5,1257.1,1246.9
7/2/18,,251533,1253.4,1255.6,1240.6
7/3/18,,145678,1253.5,1262.4,1238.8
7/5/18,,372468,1257.7,1262.4,1252.2
7/6/18,,195750,1258.4,1260.2,1253.7
7/9/18,,231724,1255.7,1266.9,1255.7
7/10/18,,266748,1258.5,1261,1247.7
7/11/18,,293555,1256.7,1257.3,1241.7
7/12/18,,216104,1242.3,1248.8,1241.4
7/13/18,,248662,1247.7,1248.5,1236.2
7/16/18,,178908,1241,1245.8,1238.3
7/17/18,,304251,1240.8,1245.1,1225.9
7/18/18,,272126,1227,1229.1,1220.9
7/19/18,,414022,1227.3,1229.6,1210.7
7/20/18,,342215,1222.9,1232.4,1215.3
7/23/18,,75122,1240.7,1244.7,1231.1
7/24/18,,64451,1233.4,1238.6,1227
7/25/18,,55539,1233.3,1243.4,1232.5
7/26/18,,99096,1240.8,1244.6,1231.3
7/27/18,,150903,1231.4,1236.5,1226.3
7/30/18,,178604,1231.1,1234.1,1227.8
7/31/18,,287649,1230.5,1237.8,1222.6
8/1/18,,210076,1232.7,1233.7,1224.4
8/2/18,,411,1214.7,1219.3,1205.8
8/3/18,,272386,1216,1228.5,1212.5
8/6/18,,297,1214.4,1214.4,1206.6
8/7/18,,199691,1215.8,1224.3,1215.6
8/8/18,,255706,1218.7,1223.8,1213.6
8/9/18,,225166,1222,1225.6,1218.4
8/10/18,,317657,1220,1224.9,1213.1
8/13/18,,363069,1218.4,1221.4,1198.6
8/14/18,,92,1193.1,1197.5,1192.8
8/15/18,,364039,1201.5,1202,1180
8/16/18,,353666,1183,1189,1167.1
8/17/18,,246695,1180.7,1192,1178.5
8/20/18,,199964,1190.4,1197.7,1189.6
8/21/18,,211149,1197.3,1204.3,1194.3
8/22/18,,227367,1203,1208.4,1199.2
8/23/18,,226193,1202.8,1203.4,1190.2
8/24/18,,286519,1191.6,1215.4,1189.5
8/27/18,,205140,1214.5,1218.8,1209.3
8/28/18,,136,1209.7,1217,1202.3
8/29/18,,235721,1206.6,1213.7,1206.6
8/30/18,,276369,1212.6,1214,1202.1
8/31/18,,117750,1206.3,1209.7,1201.2
9/4/18,,402704,1207,1209.7,1195.1
9/5/18,,203575,1197.2,1204.2,1196.4
9/6/18,,278851,1202.5,1212.7,1200.5
9/7/18,,272324,1205.6,1209,1198.7
9/10/18,,207244,1200.7,1203.8,1196.2
9/11/18,,253326,1200.4,1204.8,1192.7
9/12/18,,292275,1203.5,1213.9,1197.6
9/13/18,,295658,1212.4,1218,1205
9/14/18,,276004,1206.6,1213.8,1197.7
9/17/18,,205761,1199.8,1209.7,1197.5
9/18/18,,223080,1206.4,1208.2,1200.3
9/19/18,, N/A,1202.2,1202.2,1202.2
9/20/18,,232693,1208.8,1213.2,1205.1
9/21/18,,333369,1212.1,1215.8,1196
9/24/18,,207122,1204,1208.8,1198.6
9/25/18,,192109,1203.1,1207.9,1201.3
9/26/18,,330481,1205.5,1206.9,1194.6
9/27/18,,4947,1194.6,1197.3,1180.5
9/28/18,,300928,1186.8,1198,1184.3
10/1/18,,213617,1196.1,1196.5,1188.1
10/2/18,,350240,1192.7,1212.3,1192.2
10/3/18,,246832,1207,1212.3,1200.4
10/4/18,,280314,1201.4,1210.7,1199.6
10/5/18,,250219,1203.7,1209.8,1200.9
10/8/18,,250,1201,1201,1183.7
10/9/18,,236941,1192.2,1195.8,1186.6
10/10/18,,243118,1192.7,1198.6,1188.5
10/11/18,,503085,1197.9,1230,1194.7
10/12/18,,309392,1227.7,1228.1,1219.3
10/15/18,,136,1222.4,1232.3,1222.4
10/16/18,,233393,1230.5,1235.9,1226.3
10/17/18,,228207,1228,1232.9,1223.7
10/18/18,,239133,1225.5,1233.6,1221.7
10/19/18,,188648,1228.6,1234.1,1226.2
10/22/18,,180132,1230.5,1232.6,1222.8
10/23/18,,276325,1225.1,1243,1224.5
10/24/18,,204289,1233.8,1238,1228.3
10/25/18,,252780,1236.6,1242,1230.5
10/26/18,,304896,1234.7,1246,1232.5
10/29/18,,225204,1236.4,1237.6,1226.1
10/30/18,,218624,1231.9,1232.5,1221.4
10/31/18,,231855,1224.7,1225,1213.4
11/1/18,,293251,1216.6,1239.3,1216.1
11/2/18,,249587,1235.3,1238.4,1231.3
11/5/18,,157253,1234.5,1236.8,1228.4
11/6/18,,188660,1233.4,1237.8,1224.9
11/7/18,,252072,1228.9,1238.4,1224.2
11/8/18,,229614,1227.7,1228.5,1220.8
11/9/18,,306462,1224.3,1224.6,1207.2
11/12/18,,1,1201.6,1201.6,1201.6
11/13/18,,5,1196.3,1201.3,1196.3
11/14/18,,268788,1202.8,1217.2,1198.1
11/15/18,,234966,1211.8,1217,1207.1
11/16/18,,237367,1214.4,1226,1213.7
11/19/18,,189907,1222.6,1226.5,1218.5
11/20/18,,245888,1224.6,1229.5,1220.3
11/21/18,, N/A,1225.8,1225.8,1225.8
11/23/18,,234908,1227.8,1229.7,1220.3
11/26/18,,141646,1230.4,1234.5,1228
11/27/18,,132694,1228.5,1231.7,1217.8
11/28/18,,199518,1220.9,1233.8,1216.8
11/29/18,,229628,1227.1,1234.9,1226.7
11/30/18,,158763,1229.9,1231.1,1221.8
12/3/18,,233816,1227.8,1240.4,1226.6
12/4/18,,214514,1236.3,1247.5,1235.8
12/5/18,,104283,1244.6,1244.8,1238.7
12/6/18,,238860,1243,1249.9,1240
12/7/18,,215414,1243.1,1255.8,1242.6
12/10/18,,190957,1255.6,1256.6,1246.9
12/11/18,,176025,1249.8,1255.1,1245.8
12/12/18,,144462,1248.3,1252.6,1247.1
12/13/18,,148496,1250.7,1251.7,1244.4
12/14/18,,183625,1246.2,1247.3,1236.5
12/17/18,,156508,1242.8,1252.2,1239.4
12/18/18,,164361,1249.7,1254.5,1249
12/19/18,,261331,1253.5,1262.2,1245.3
12/20/18,,303814,1247,1270.3,1246.2
12/21/18,,200024,1263.5,1266.2,1257.1
12/24/18,,130455,1260.7,1273.9,1260
12/26/18,,198175,1273.5,1282.3,1267.4
12/27/18,,200717,1270.1,1281.6,1269.1
12/28/18,,155354,1278,1284.7,1276.5
12/31/18,,108913,1283,1286.5,1279.7
1/2/19,,222578,1285,1291,1280.6
1/3/19,,229532,1288.5,1296.9,1286.4
1/4/19,,299076,1296.5,1300.4,1278.1
1/7/19,,197176,1287,1297,1284.1
1/8/19,,206439,1289.9,1291.4,1280.2
1/9/19,,232491,1286.1,1295,1280.9
1/10/19,,227942,1294.7,1298,1286.7
1/11/19,,200393,1287.6,1295.7,1287
1/14/19,,7,1292.4,1293.9,1289.9
1/15/19,,229624,1292.4,1294.8,1286.5
1/16/19,,173284,1289.6,1295.4,1287.6
1/17/19,,188241,1293.9,1295,1288.3
1/18/19,,100826,1280.7,1283,1276
1/22/19,,307704,1279.1,1285,1276
1/23/19,,60819,1290.8,1292.1,1284
1/24/19,,68784,1288.3,1290,1281.5
1/25/19,,87878,1286,1309.3,1284.8
1/28/19,,122869,1308.5,1309.8,1302.7
1/29/19,,171769,1308.5,1317.1,1307.8
1/30/19,,262539,1317,1328.6,1313.5
1/31/19,,215552,1325.4,1331.1,1322.2
2/1/19,,192924,1326,1328.2,1320.6
2/4/19,,147699,1322.6,1323.6,1312.7
2/5/19,,122758,1316.8,1321,1314.8
2/6/19,,133244,1319.4,1319.9,1309.6
2/7/19,,159728,1310.9,1315.8,1306.4
2/8/19,,131864,1314.3,1319.5,1311.5
2/11/19,,119,1313.4,1313.4,1304.7
2/12/19,,144119,1311.6,1318.3,1310
2/13/19,,143,1311.6,1316,1308.1
2/14/19,,219485,1309.6,1317.4,1304.7
2/15/19,,91941,1325,1330.8,1323.8
2/19/19,,334325,1329.2,1345,1323.8
2/20/19,,235291,1343.9,1349.8,1339.8
2/21/19,,277389,1341.7,1344.3,1323.3
2/22/19,,236737,1325.8,1335.6,1323.8
2/25/19,,176322,1331.9,1334.9,1327.3
2/26/19,,179292,1329.9,1332.4,1325.5
2/27/19,,604,1327.7,1327.9,1316.5
2/28/19,,238804,1321.7,1328.9,1314
3/1/19,,328780,1315.5,1316.5,1291.3
3/4/19,,253631,1294.4,1298.1,1283.8
3/5/19,,207640,1287.8,1290.6,1282
3/6/19,,187195,1288.8,1291.8,1284.3
3/7/19,,246103,1287.3,1289.6,1280.8
3/8/19,,270805,1286.7,1301.3,1285.6
3/11/19,,187305,1298.2,1299.2,1290.6
3/12/19,,1,1294.7,1294.7,1294.7
3/13/19,,204246,1301.8,1311.6,1300.6
3/14/19,,1,1293.4,1293.4,1293.4
3/15/19,,224685,1295.6,1306.3,1293.7
3/18/19,,172561,1302,1306.7,1298
3/19/19,,203029,1303.7,1310.8,1302.1
3/20/19,,2,1300.7,1300.7,1300.7
3/21/19,,59829,1318.6,1326.3,1309.1
3/22/19,,78716,1315.4,1320.9,1312.8
3/25/19,,83949,1319.7,1330.8,1317
3/26/19,,119776,1328.3,1329.3,1318.5
3/27/19,,197067,1321.7,1325.2,1313.7
3/28/19,,407079,1315,1317.6,1293.3
3/29/19,,260381,1295,1304.6,1291.3
4/1/19,,229896,1297.2,1301.7,1291
4/2/19,,190667,1292.2,1297.1,1289.5
4/3/19,,186420,1296.9,1299,1292.7
4/4/19,,250306,1294.4,1298.7,1284.9
4/5/19,,227617,1296.5,1297.8,1288.3
4/8/19,,63,1292.2,1302.1,1291.8
4/9/19,,196670,1301.6,1310.4,1300.6
4/10/19,,212949,1308.2,1314.7,1304.7
4/11/19,,311101,1312.4,1313.1,1292.9
4/12/19,,185177,1295.8,1299.1,1293.2
4/15/19,,222209,1294,1295.2,1285.3
4/16/19,,308866,1290.8,1291.7,1275.5
4/17/19,,209965,1279.5,1282.1,1275.2
4/18/19,,219695,1276.2,1279.7,1273
4/22/19,,133327,1278,1281.9,1275.7
4/23/19,,271377,1277,1278.5,1267.9
4/24/19,,235966,1274.4,1280.7,1270.5
4/25/19,,230543,1277.9,1284.8,1275.2
4/26/19,,268033,1279.1,1290.9,1276
4/29/19,,199297,1289,1289.1,1279.9
4/30/19,,114,1281.7,1283.3,1280.8
5/1/19,,269944,1285.2,1289.4,1274.5
5/2/19,,273895,1278.5,1279.4,1267.3
5/3/19,,269353,1271.6,1283.9,1269
5/6/19,,240672,1281.8,1287.4,1278.1
5/7/19,,241502,1282.4,1287.3,1279.1
5/8/19,,288297,1285.6,1292.8,1280.2
5/9/19,,296815,1281.9,1289.2,1280.4
5/10/19,,227237,1285,1290.3,1283.9
5/13/19,,362480,1288.3,1302.2,1282.4
5/14/19,,215009,1300.8,1304.2,1294.3
5/15/19,,241040,1298,1301.7,1293.6
5/16/19,,256906,1297.7,1299.3,1284.2
5/17/19,,255125,1287.2,1289,1274.6
5/20/19,,206270,1277.6,1278.8,1273.3
5/21/19,,204984,1277.7,1277.7,1269
5/22/19,,186404,1274.4,1277.1,1272
5/23/19,,71630,1278.5,1292.5,1277.5
5/24/19,,23685,1289.2,1292.6,1288.9
5/28/19,,207053,1290.5,1292.6,1280.8
5/29/19,,194696,1284.3,1290.3,1283.8
5/30/19,,55573,1279.4,1288.3,1273.9
5/31/19,,322176,1293.2,1311.9,1292.5
6/3/19,,347054,1312.5,1333,1310.9
6/4/19,,302,1324.3,1328.6,1320.8
6/5/19,,391880,1330.2,1348.9,1329.3
6/6/19,,252464,1336.1,1344.2,1331.3
6/7/19,,314048,1339.7,1352.7,1334.3
6/10/19,,220533,1341.2,1341.7,1329
6/11/19,,204179,1331.8,1333.8,1323.6
6/12/19,,226929,1330.6,1342.3,1329.8
6/13/19,,197876,1337.8,1347,1335.9
6/14/19,,346086,1346.5,1362.2,1341.4
6/17/19,,230833,1345.5,1347.1,1336.6
6/18/19,,364839,1343.9,1358.5,1342.1
6/19/19,,320720,1350.4,1366.6,1344.8
6/20/19,,511767,1364.5,1397.7,1361.3
6/21/19,,496645,1391.2,1415.4,1386.1
6/24/19,,359931,1403.9,1425.1,1403.6
6/25/19,,618309,1423.4,1442.9,1415.1
6/26/19,,84,1407.2,1413.3,1405.8
6/27/19,,324556,1412.7,1415.3,1401.4
6/28/19,,297964,1413.3,1427.8,1408.6
7/1/19,,214,1386.6,1395.8,1382.8
7/2/19,,372203,1386.2,1424,1386.2
7/3/19,,118832,1421.6,1424.4,1412.7
7/5/19,,555564,1418.8,1426.8,1388.6
7/8/19,,303906,1401,1409.9,1393.8
7/9/19,,276008,1397.9,1402.4,1387.5
7/10/19,,426438,1400,1421.1,1391.8
7/11/19,,380765,1421.1,1429.4,1402.7
7/12/19,,272092,1406.2,1418.9,1404.5
7/15/19,,231266,1417.7,1421.6,1409.3
7/16/19,,327180,1416.4,1420,1402.1
7/17/19,,6,1404.6,1404.6,1404.6
7/18/19,,467773,1428.5,1449.7,1415.6
7/19/19,,509138,1448.3,1454.4,1421.1
7/22/19,,247608,1428.5,1430.8,1423
7/23/19,,380116,1426,1431.4,1414.6
7/24/19,,65218,1431,1442.9,1429.4
7/25/19,,112902,1439.3,1447,1423.9
7/26/19,,5,1422.8,1423,1422.8
7/29/19,,168447,1431.9,1440.8,1427.5
7/30/19,,248318,1439.5,1445.7,1434.8
7/31/19,,406886,1443.7,1447.8,1422.3
8/1/19,,567523,1425.6,1458.2,1412.1
8/2/19,,471109,1457.5,1461.9,1442.5
8/5/19,,1008,1440.4,1469.7,1440.4
8/6/19,,375937,1481.1,1486.8,1468.2
8/7/19,,824,1473.5,1509.9,1473.2
8/8/19,,385340,1512.1,1521.3,1501.6
8/9/19,,325590,1515.9,1521.1,1506.2
8/12/19,,338340,1509.2,1531.5,1498.6
8/13/19,,598082,1522.3,1546.1,1488.9
8/14/19,,474508,1513,1534.9,1504.5
8/15/19,,428618,1526.6,1537.7,1518.3
8/16/19,,314597,1533.9,1538.6,1513.9
8/19/19,,289329,1523,1523.6,1503.3
8/20/19,,240391,1506.3,1518.8,1503
8/21/19,,238972,1518.4,1518.4,1506.5
8/22/19,,686,1495.1,1495.1,1493.8
8/23/19,,459203,1508.8,1540.3,1503
8/26/19,,407500,1545.4,1565,1534.8
8/27/19,,334873,1537.3,1554.5,1535.3
8/28/19,,342556,1551.8,1556.6,1541.4
8/29/19,,439428,1549.4,1559.8,1528.6
8/30/19,,320657,1536.9,1541.9,1525.6
9/3/19,,541575,1539.2,1558.9,1529.6
9/4/19,,404779,1556,1566.2,1542.6
9/5/19,,586738,1561.4,1561.9,1514.3
9/6/19,,54,1517.3,1526,1504.5
9/9/19,,312350,1516.4,1523.8,1505.5
9/10/19,,390357,1507,1509.1,1492.1
9/11/19,,296849,1493.9,1506.2,1492.9
9/12/19,,480662,1504.9,1532.2,1496.8
9/13/19,,1,1486.9,1486.9,1486.9
9/16/19,,21,1500,1500.6,1498.5
9/17/19,,329751,1506.5,1515,1500.9
9/18/19,,352179,1509.7,1519.5,1490.7
9/19/19,,281865,1502,1512.1,1496.3
9/20/19,,2,1503,1503,1503
9/23/19,,349589,1521.5,1534.4,1517.9
9/24/19,,25,1515.1,1533,1515.1
9/25/19,,462742,1539.8,1542.8,1507.4
9/26/19,,367934,1510.9,1519.5,1507.1
9/27/19,,436289,1511.8,1514.4,1493.3
9/30/19,,424759,1501.7,1507.2,1470.5
10/1/19,,440804,1478,1493.5,1465
10/2/19,,205,1476.6,1503.7,1474.1
10/3/19,,400130,1505.6,1525.8,1501.7
10/4/19,,233,1505.6,1508.7,1497.1
10/7/19,,252399,1497.2,1499.7,1493.3
10/8/19,,46,1489.4,1506.3,1489.3
10/9/19,,277242,1515.4,1516.5,1510.1
10/10/19,,401849,1510.8,1522.3,1495.7
10/11/19,,462693,1498.3,1508,1478
10/14/19,,221049,1492,1501.5,1487.1
10/15/19,,307105,1497.7,1503,1480.8
10/16/19,,360083,1484.8,1495.5,1480.6
10/17/19,,296546,1494.2,1501.1,1487
10/18/19,,82,1487.3,1489.1,1486.6
10/21/19,,272195,1495.6,1498.7,1484.8
10/22/19,,200931,1487.5,1492.1,1484
10/23/19,,235483,1491.1,1499.4,1490.7
10/24/19,,290074,1495.1,1506.9,1490.4
10/25/19,,93,1501.4,1503.7,1499
10/28/19,,310472,1507.4,1510.8,1492.3
10/29/19,,283038,1494,1494,1489.7
10/30/19,,320,1487.2,1495.4,1481
10/31/19,,375394,1498.8,1516.7,1496
11/1/19,,235,1511,1511.6,1503
11/4/19,,250475,1516.4,1517.1,1506.5
11/5/19,,573018,1511.6,1511.9,1480.7
11/6/19,,302400,1491.5,1495.9,1490.5
11/7/19,,581,1466.8,1473,1466.5
11/8/19,,21,1469.1,1469.1,1461.7
11/11/19,,295394,1460,1467.4,1448.9
11/12/19,,6,1454.9,1454.9,1447.1
11/13/19,,335980,1463.5,1467.9,1462.8
11/14/19,,312108,1464,1475.5,1461.7
11/15/19,,13,1469.1,1469.1,1469.1
11/18/19,,325033,1467.8,1474.4,1456.6
11/19/19,,18,1467.7,1474.3,1467.7
11/20/19,,31,1472.6,1474.5,1467.3
11/21/19,,73979,1481.3,1482.7,1469.4
11/22/19,,77902,1470.9,1480.3,1468.1
11/25/19,,121238,1467.5,1468.9,1460.7
11/26/19,,271754,1461.3,1470,1456.6
11/27/19,,88164,1461.1,1461.9,1452
11/29/19,,259290,1461.7,1472.9,1459.1
12/2/19,,304242,1470.3,1471.7,1459.8
12/3/19,,1460,1461.6,1480.4,1459.5
12/4/19,,311909,1483.2,1489.9,1476.7
12/5/19,,231844,1480,1485.7,1478
12/6/19,,899,1475,1476,1458.2
12/9/19,,163682,1464.1,1469.8,1463
12/10/19,,367,1460.7,1467.2,1460.7
12/11/19,,247053,1479.1,1479.9,1478.7
12/12/19,,396657,1469.5,1474.9,1468.2
12/13/19,,468,1463.1,1475.9,1463.1
